,Country,Age,Gender,Salary,FormalEducation
21679,United States,35 - 44 years old,Male,135000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
21683,United States,25 - 34 years old,Male,130000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
21690,United States,25 - 34 years old,Male,70500.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21694,United States,25 - 34 years old,Male,120000.0,Associate degree
21695,United States,35 - 44 years old,Male,80000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
21716,United States,35 - 44 years old,Male,135000.0,Some college/university study without earning a degree
21726,United States,35 - 44 years old,Male,87000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21734,United States,25 - 34 years old,Male,140000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21738,United States,25 - 34 years old,Male,50000.0,Associate degree
21743,United States,45 - 54 years old,Male,170000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
21744,United States,35 - 44 years old,Male,130000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21747,United States,25 - 34 years old,Male,87500.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21754,United States,25 - 34 years old,Male,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21757,United States,25 - 34 years old,Male,78000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21758,United States,25 - 34 years old,Male,160000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
21762,United States,25 - 34 years old,Male,85000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21764,United States,25 - 34 years old,Male,110000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
21778,United States,45 - 54 years old,Female,120000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
21781,United States,25 - 34 years old,Female,80000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21786,United States,25 - 34 years old,Male,150000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21787,United States,45 - 54 years old,Male,125000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21796,United States,18 - 24 years old,Male,85000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21813,United States,45 - 54 years old,Male,82000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21815,United States,45 - 54 years old,Male,180000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21819,United States,35 - 44 years old,Male,128000.0,Some college/university study without earning a degree
21831,United States,18 - 24 years old,Male,30000.0,Some college/university study without earning a degree
21832,United States,25 - 34 years old,Male,85000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21838,United States,25 - 34 years old,Male,60000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21839,United States,25 - 34 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21844,United States,35 - 44 years old,Male,105000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21860,United States,25 - 34 years old,Male,105000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
21865,United States,25 - 34 years old,Male,115000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21882,United States,25 - 34 years old,Male,120000.0,Some college/university study without earning a degree
21901,United States,18 - 24 years old,Male,80000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21904,United States,25 - 34 years old,Male,155000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
21907,United States,45 - 54 years old,Male,175000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
21913,United States,25 - 34 years old,Male,63000.0,Associate degree
21914,United States,25 - 34 years old,Male,125000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21933,United States,18 - 24 years old,Male,40000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21935,United States,25 - 34 years old,Male,147200.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
21936,United States,25 - 34 years old,Male,95000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
21941,United States,25 - 34 years old,Male,95000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21943,United States,35 - 44 years old,Male,70000.0,Associate degree
21963,United States,35 - 44 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21971,United States,18 - 24 years old,Male,1000.0,Some college/university study without earning a degree
21984,United States,35 - 44 years old,Male,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21987,United States,35 - 44 years old,Male,180000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21988,United States,25 - 34 years old,Male,95000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21992,United States,25 - 34 years old,Male,50000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21996,United States,25 - 34 years old,Male,63000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21998,United States,18 - 24 years old,Male,54000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
21999,United States,25 - 34 years old,Male,55000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22032,United States,18 - 24 years old,Male,110000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22048,United States,25 - 34 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22052,United States,18 - 24 years old,Male,1000.0,Some college/university study without earning a degree
22055,United States,25 - 34 years old,Male,7000.0,Some college/university study without earning a degree
22060,United States,25 - 34 years old,Male,79000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22064,United States,35 - 44 years old,Male,105000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22067,United States,25 - 34 years old,Male,133000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22069,United States,35 - 44 years old,Male,115000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22070,United States,25 - 34 years old,Male,60000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
22073,United States,25 - 34 years old,Male,90500.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22075,United States,18 - 24 years old,Male,10000.0,Some college/university study without earning a degree
22085,United States,18 - 24 years old,Male,800.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22088,United States,35 - 44 years old,Male,115000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22091,United States,25 - 34 years old,Male,80000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22093,United States,35 - 44 years old,Male,110000.0,Associate degree
22118,United States,18 - 24 years old,Male,65000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22120,United States,18 - 24 years old,Female,115000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22123,United States,25 - 34 years old,Male,87500.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22125,United States,25 - 34 years old,Male,60000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22126,United States,25 - 34 years old,Male,125000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22131,United States,35 - 44 years old,Male,171000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22137,United States,25 - 34 years old,Male,103000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22145,United States,55 - 64 years old,Male,130000.0,Some college/university study without earning a degree
22152,United States,25 - 34 years old,Male,84000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22163,United States,25 - 34 years old,Male,55000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22171,United States,45 - 54 years old,Male,280000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
22172,United States,45 - 54 years old,Male,127000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22182,United States,35 - 44 years old,Male,140000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22187,United States,25 - 34 years old,Male,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22191,United States,25 - 34 years old,Male,90000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
22193,United States,35 - 44 years old,Male,110000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
22194,United States,25 - 34 years old,Male,67000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22216,United States,55 - 64 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22217,United States,25 - 34 years old,Male,75000.0,Associate degree
22220,United States,25 - 34 years old,Male,115000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
22226,United States,25 - 34 years old,Male,82798.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
22232,United States,18 - 24 years old,Female,75000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22239,United States,25 - 34 years old,Male,130000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22247,United States,25 - 34 years old,Male,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22249,United States,18 - 24 years old,Male,62000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22254,United States,35 - 44 years old,Male,130000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22259,United States,35 - 44 years old,Male,66000.0,Some college/university study without earning a degree
22266,United States,25 - 34 years old,Male,170000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22267,United States,35 - 44 years old,Male,95000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22268,United States,25 - 34 years old,Male,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22272,United States,35 - 44 years old,Male,150000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22286,United States,35 - 44 years old,Male,55000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22308,United States,18 - 24 years old,Male,600000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22314,United States,18 - 24 years old,Male,165000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22317,United States,18 - 24 years old,Male,39600.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22322,United States,25 - 34 years old,Male,75000.0,Some college/university study without earning a degree
22325,United States,18 - 24 years old,Male,116000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
22330,United States,25 - 34 years old,Female,94000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22346,United States,25 - 34 years old,Male,69000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22347,United States,25 - 34 years old,Male,42000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22348,United States,25 - 34 years old,Male,140000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
22349,United States,25 - 34 years old,Female,91000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22353,United States,25 - 34 years old,Male,81000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
22357,United States,35 - 44 years old,Male,118000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
22359,United States,45 - 54 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22361,United States,25 - 34 years old,Male,120000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
22365,United States,18 - 24 years old,Male,30160.0,Some college/university study without earning a degree
22368,United States,25 - 34 years old,Male,116500.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
22374,United States,25 - 34 years old,Male,82000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22376,United States,18 - 24 years old,Male,108000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22381,United States,35 - 44 years old,Male,95000.0,Some college/university study without earning a degree
22388,United States,25 - 34 years old,Male,120000.0,Some college/university study without earning a degree
22390,United States,25 - 34 years old,Male,150000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
22395,United States,18 - 24 years old,Male,76500.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22412,United States,25 - 34 years old,Male,78000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22425,United States,25 - 34 years old,Male,135000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
22430,United States,25 - 34 years old,Male,140000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
22431,United States,25 - 34 years old,Male,200000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22435,United States,35 - 44 years old,Male,55000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22448,United States,25 - 34 years old,Male,75000.0,Some college/university study without earning a degree
22464,United States,35 - 44 years old,Male,102000.0,"Professional degree (JD, MD, etc.)"
22475,United States,35 - 44 years old,Male,150000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
22482,United States,45 - 54 years old,Male,98500.0,Associate degree
22484,United States,18 - 24 years old,Male,65000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22489,United States,25 - 34 years old,Male,78000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22490,United States,25 - 34 years old,Male,61000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
22491,United States,45 - 54 years old,Male,107500.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22492,United States,18 - 24 years old,Male,65000.0,Some college/university study without earning a degree
22493,United States,25 - 34 years old,Male,200000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
22494,United States,45 - 54 years old,Male,88000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22503,United States,35 - 44 years old,Male,84000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22505,United States,45 - 54 years old,Male,110000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
22506,United States,35 - 44 years old,Male,103500.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
22530,United States,35 - 44 years old,Male,155000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22536,United States,25 - 34 years old,Male,125000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
22542,United States,25 - 34 years old,Male,90000.0,Some college/university study without earning a degree
22546,United States,25 - 34 years old,Male,95000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22550,United States,18 - 24 years old,Male,67000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22555,United States,25 - 34 years old,Female,96000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22556,United States,25 - 34 years old,Male,80000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22565,United States,35 - 44 years old,Male,150000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22575,United States,18 - 24 years old,Male,2600.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
22580,United States,45 - 54 years old,Male,148000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22583,United States,35 - 44 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22595,United States,25 - 34 years old,Male,75000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22599,United States,25 - 34 years old,Male,80000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22602,United States,35 - 44 years old,Male,130000.0,Some college/university study without earning a degree
22619,United States,25 - 34 years old,Male,250000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22631,United States,25 - 34 years old,Male,85000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22632,United States,55 - 64 years old,Male,112500.0,Some college/university study without earning a degree
22641,United States,45 - 54 years old,Male,145000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22645,United States,35 - 44 years old,Male,181000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
22648,United States,25 - 34 years old,Male,88500.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22653,United States,35 - 44 years old,Male,160000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22663,United States,35 - 44 years old,Male,78000.0,Some college/university study without earning a degree
22678,United States,25 - 34 years old,Male,92000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22686,United States,25 - 34 years old,Male,95000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22698,United States,35 - 44 years old,Male,133000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22707,United States,25 - 34 years old,Male,145000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22711,United States,25 - 34 years old,Male,115000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22715,United States,45 - 54 years old,Female,70000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
22724,United States,25 - 34 years old,Male,160000.0,Some college/university study without earning a degree
22728,United States,25 - 34 years old,Male,65000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22732,United States,25 - 34 years old,Male,103000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22736,United States,25 - 34 years old,Male,75000.0,Some college/university study without earning a degree
22737,United States,25 - 34 years old,Female,128000.0,Associate degree
22741,United States,35 - 44 years old,Male,80000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22742,United States,25 - 34 years old,Male,125000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22744,United States,25 - 34 years old,Male,44000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22746,United States,35 - 44 years old,Male,110000.0,Associate degree
22754,United States,25 - 34 years old,Male,85000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22756,United States,18 - 24 years old,Male,800.0,Some college/university study without earning a degree
22765,United States,45 - 54 years old,Male,75000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22767,United States,35 - 44 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22785,United States,18 - 24 years old,Male,95000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22789,United States,35 - 44 years old,Male,80000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22803,United States,25 - 34 years old,Male,30000.0,Associate degree
22845,United States,35 - 44 years old,Male,160000.0,Some college/university study without earning a degree
22846,United States,25 - 34 years old,Male,100000.0,Some college/university study without earning a degree
22851,United States,25 - 34 years old,Male,78500.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22856,United States,25 - 34 years old,Male,85000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
22859,United States,45 - 54 years old,Male,157000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22871,United States,25 - 34 years old,Male,127000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22910,United States,25 - 34 years old,Male,71000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22914,United States,25 - 34 years old,Male,130000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22918,United States,25 - 34 years old,Male,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22931,United States,25 - 34 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22935,United States,25 - 34 years old,Male,73000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
22954,United States,25 - 34 years old,Male,30000.0,Some college/university study without earning a degree
22955,United States,25 - 34 years old,Male,32000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22962,United States,25 - 34 years old,Male,110000.0,Associate degree
22973,United States,25 - 34 years old,Male,85000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
22982,United States,35 - 44 years old,Male,110000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
22989,United States,25 - 34 years old,Male,110000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23003,United States,35 - 44 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23005,United States,25 - 34 years old,Male,120000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23012,United States,35 - 44 years old,Male,42000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23017,United States,25 - 34 years old,Male,80000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23023,United States,35 - 44 years old,Male,131000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
23024,United States,18 - 24 years old,Female,42500.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23028,United States,18 - 24 years old,Male,36000.0,Some college/university study without earning a degree
23037,United States,45 - 54 years old,Male,105000.0,Some college/university study without earning a degree
23039,United States,18 - 24 years old,Male,55000.0,Some college/university study without earning a degree
23055,United States,18 - 24 years old,Male,90000.0,Some college/university study without earning a degree
23062,United States,25 - 34 years old,Male,107000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23094,United States,25 - 34 years old,Male,100000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23109,United States,45 - 54 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23116,United States,25 - 34 years old,Male,70000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23118,United States,18 - 24 years old,Male,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23139,United States,55 - 64 years old,Male,160000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23140,United States,25 - 34 years old,Male,105000.0,Some college/university study without earning a degree
23148,United States,35 - 44 years old,Male,140000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23155,United States,18 - 24 years old,Male,65000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23164,United States,35 - 44 years old,Male,87264.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23167,United States,25 - 34 years old,Male,120000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23169,United States,25 - 34 years old,Male,103000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23173,United States,25 - 34 years old,Male,112000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23180,United States,45 - 54 years old,Male,150000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23182,United States,25 - 34 years old,Male,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23197,United States,35 - 44 years old,Male,134000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23199,United States,25 - 34 years old,Male,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23203,United States,18 - 24 years old,Male,113000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23210,United States,35 - 44 years old,Male,110000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23215,United States,25 - 34 years old,Male,75000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23225,United States,25 - 34 years old,Male,110000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23251,United States,25 - 34 years old,Male,145000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23257,United States,25 - 34 years old,Male,95000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23258,United States,25 - 34 years old,Male,47000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
23260,United States,25 - 34 years old,Male,70000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23265,United States,25 - 34 years old,Male,200000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23275,United States,25 - 34 years old,Male,117000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23285,United States,18 - 24 years old,Male,85000.0,Some college/university study without earning a degree
23291,United States,35 - 44 years old,Male,100000.0,Some college/university study without earning a degree
23306,United States,25 - 34 years old,Male,65000.0,Associate degree
23313,United States,35 - 44 years old,Male,195000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23320,United States,35 - 44 years old,Male,75000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23323,United States,25 - 34 years old,Male,80000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
23329,United States,25 - 34 years old,Male,50000.0,Associate degree
23333,United States,35 - 44 years old,Male,115200.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23336,United States,35 - 44 years old,Male,89000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23344,United States,25 - 34 years old,Male,135000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
23346,United States,35 - 44 years old,Male,160000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23365,United States,25 - 34 years old,Male,86000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23372,United States,25 - 34 years old,Male,95000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23373,United States,25 - 34 years old,Female,85000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23374,United States,25 - 34 years old,Male,135000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23385,United States,25 - 34 years old,Male,145000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23388,United States,45 - 54 years old,Male,88000.0,"Other doctoral degree (Ph.D, Ed.D., etc.)"
23389,United States,35 - 44 years old,Male,116000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23393,United States,18 - 24 years old,Male,60000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
23396,United States,45 - 54 years old,Male,150000.0,Some college/university study without earning a degree
23403,United States,25 - 34 years old,Male,73000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23405,United States,45 - 54 years old,Male,160000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23421,United States,35 - 44 years old,Male,100000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23422,United States,25 - 34 years old,Male,120000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23424,United States,25 - 34 years old,Male,73000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23425,United States,25 - 34 years old,Male,80000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23428,United States,18 - 24 years old,Male,121000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23435,United States,25 - 34 years old,Male,107000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23436,United States,35 - 44 years old,Male,165000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23439,United States,25 - 34 years old,Male,63000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23442,United States,25 - 34 years old,Male,162000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23447,United States,45 - 54 years old,Male,160000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23459,United States,25 - 34 years old,Female,105300.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23462,United States,25 - 34 years old,Male,90000.0,Associate degree
23464,United States,35 - 44 years old,Male,151000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23466,United States,25 - 34 years old,Male,150000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23468,United States,35 - 44 years old,Male,90000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23482,United States,55 - 64 years old,Male,110000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23487,United States,25 - 34 years old,Male,745.0,Associate degree
23490,United States,18 - 24 years old,Male,48000.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
23494,United States,35 - 44 years old,Male,110000.0,Associate degree
23498,United States,25 - 34 years old,Male,350.0,Some college/university study without earning a degree
23499,United States,25 - 34 years old,Male,92000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23514,United States,35 - 44 years old,Male,92000.0,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
23533,United States,45 - 54 years old,Male,170000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
23538,United States,35 - 44 years old,Male,145000.0,Some college/university study without earning a degree
23546,United States,25 - 34 years old,Male,160000.0,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
